Rev_Title,Rev_Rate,Rev_Bdy,Rev_Hlp,Rev_Home,Prod_ID
Montre solide,5.0,très bonne montre style classique mais moderne robuste discrète toujours chargée solaire et toujours à lheure,0,France,17
Parfaite tool watch,5.0,utilisation pour activités risquées et aquatiques parfait,0,France,17
Bonne idée cadeau de Noël,5.0,cadeau,0,France,17
Impeccable,5.0,montre parfaite ,0,France,17
Bon rapport qualité prix,5.0,très bonne montrelivraison rapide,0,France,17
montre excellent compagnon de voyage et d'aventures,5.0,montre solaire qui se met à lheure automatiquement solide étanche,0,France,17
superbe,5.0,cest une montre idéale pour ceux qui veulent lheure juste avec chrono deuxième fuseau horaire et qui veuent pratiquer des activités outdoor sans craindre de perdre leur montre bref je recommande,0,France,17
Plus s inquiéter pour changer de pile et de toujours avoir l heure exacte.,5.0,pour tout les jours 😉👍,0,France,17
La plus belle Casio G-shock,5.0,superbe montre casio gshockle modèle originel de  avec la technologie solaire et multiband ,0,France,17
A saisir,5.0,un peut beaucoup de caractère et très solideje conseil bon choix a casio pour le solaire,0,France,17
Efficace,5.0,cette montre correspond a toutes mes attentes  je recommande ,0,France,17
montre solide et sans pile,5.0,montre simple et solide sans pile,0,France,17
Pour le prix y a pas mieux,5.0,pour un usage quotidien,0,France,17
Satisfaction,5.0,excellent produit commande reçue dans les délais prévus 👍,0,France,17
Parfaite,5.0,parfaite précise robuste j aime son look,0,France,17
Technologie uptodate,4.0,première montre pour mon petit fils   ans  qui va apprendre dautres aspects de la technologie digitale et disposera dune montre robusteet fiable,0,France,17
Casio G-Shock GW-M5610 - 1er,5.0,le modèle des  remis au goût du jour avec le radio pilotage énergie solaire      ,0,France,17
GW M5610 1er,5.0,super montre dans sa boîte en métalle modèle est bien le modèle gw  ,0,France,17
-,5.0,,0,France,17
Conforme à la description !,5.0,produit conforme à la description reçu en temps et en heure,0,France,17
Très bonne montre,5.0,radiopilotée énergie solaire et indestructible vraiment du costaud ces gshock toujours à lheure et pas besoin de changer les piles,0,France,17
À toute épreuve,5.0,solide et efficace toutes les utilités primaires dune montre avec lavantage de ne plus craindre les chocs sobre et plutôt fin,0,France,17
montre plongée,5.0,plongée,0,France,17
belle montre,5.0,casio belle montre  fonctionnelle,0,France,17
Un basique efficace,5.0,legere efficace sympapas cher qui dit mieux,0,France,17
montre sympa,4.0,montre sport moins lourde et moins volumineuse que les gshock habituelles de casiomontre sympa et au prix sans excès,9,France,17
Très satisfait!,5.0,très satisfait le prix de black five est très bon et la réalité est plus belle que la photo cela a pris  jours de la france à la chine,0,France,17
G-shock,5.0,belle montre livraison rapide,0,France,17
Montre,5.0,très bon produit recharge solaire mise à lheure automatique légère vraiment extra,0,France,17
Montre Casio,5.0,montre étanche je confirme produit de bonne qualité je recommande lessentiel et làrecu rapidement très bien emballé,0,France,17
Meilleur montre quotidienne,5.0,parfait pour porter tous les jours nimporte quand nimporte comment pas de prise de tête,0,France,17
Casio peu lisible,3.0,trop sombre difficulté à lire les chiffres,0,France,17
Plus jolie que sur la photo,5.0,toutesfiables,0,France,17
Bonne expérience.,5.0,très bonne montre fonctionne bien possibilité de règler de nombreuses alarmes,0,France,17
super produit pour les activités nautiques,5.0,tres bon produit solide et assuré dune bonne longevité en theorie grace a sa recharge solairelivraison un peu tardive en raison du nombre importants dacheteurs je suppose,0,France,17
TOP,5.0,,0,France,17
Montre à recommander,4.0,excellent rapport qualité prix pour une casioun classique qui dure depuis près de dix ansseul défaut bracelet trop fin,0,France,17
superbe !,4.0,excellente  elle répond vraiment a mes attentesdesign fonction  solidité tout y est  un peu long pour la livraison   semaines  mais lemballage est très soigné,1,France,17
g-shock,4.0,bon vendeur colis reçu dans les délais et bien emballer qualité gshock a petit prixnickel pour le travail se modèle nest pas trop imposant lorsque lon met des gants,0,France,17
Super produits,5.0,idéal pour le chantier,0,France,17
Bon produit,5.0,super montre pas compliquée à utiliser ravi de cet achat,0,France,17
Mon meilleur achat,5.0,cette montre ne me quitte pas depuis  je la porte au poignet   suis allé dans la jungle malaysienne avecoù lhumidité y est  extreme et la température aussi en chine et meme en thailandecette montre résiste a toutes les epreuves sans broncher,4,France,17
Casio GW-M5610-1ER,5.0,simplesolide classique perfect casio,0,France,17
Vintage et actuelle,5.0,look vintage et technologie daujourdui montre au top ,0,France,17
"Simple, éfficace et pas cher!",5.0,jadore cette montre cest ma troisième de ce modèle mon seul regret est quil n en face pas d autres variantes ,1,France,17
Cool,5.0,tip top,0,France,17
"Rapide et conforme, au top !",5.0,rapide et conforme je recommande,0,France,17
Super,5.0,montre à toute épreuve je suis menuisier et je la porte tout les jours depuis maintenant  ans l’écran est intacte le bracelet et le contour de montre ont des rayures mais elle est très résistantecomme beaucoup cest très agréable de se savoir toujours à lheure,3,France,17
tres bon produit,4.0,tres bon produit,0,France,17
Excellent produit!,5.0,je ne suis vraiment pas déçu de mon achat cette montre est légère discrète et robuste parfaite quoi a recommander,0,France,17
Top,5.0,parfaite et intemporelle,0,France,17
👍👍👍👍,5.0,super,0,France,17
Juste parfait,5.0,je l’utilise pour le travail tout les jour très bon produit,0,France,17
Best  G Shock on the market,5.0,tres fiable,0,France,17
Casio,5.0,fiabilité durabilitéet beauté ,0,France,17
efficace et robuste,4.0,cela ne fait qu un mois que je possede cette montre mais elle semble correspondre a mes attentessolide facile a utiliser et moins chere que nimporte ou ailleurs,0,France,17
Montre Casio,5.0,la montre correspond parfaitement à mes attentes,0,France,17
avis,4.0,pas de fonction lumiere,0,France,17
Correspond à la photo,5.0,super modèle jaime beaucoup,0,France,17
Vintage style,4.0,super sauf le bracelet inconfortable,0,France,17
Heures,5.0,heures etc,0,France,17
Bon,4.0,bon produit belle montre rien à dire,0,France,17
Super achat!,5.0,montre de top qualité je la recommande,0,France,17
Bonne montre casio,5.0,parfaite,0,France,17
Super,5.0,je suis très content de cette montre solide relativement jolie radio pilotée lumière automatique solaire alarme réveil et en plus pas trop cher,1,France,17
Casio gshock dw5600,5.0,très bon produit robuste et fiable les fonctions sont intéressantes et lusage est relativement facile une vraie montre dastronaute 👍🏻,0,France,17
Super montre,5.0,exactement ce que jattendais de cette de cette montre je la recommande vraiment elle fonctionne bien et vraiment de multiple option simple et pratique à utiliser,0,France,17
Casio G-SHOCK,5.0,très belle montre très bon produit casio cest de la référence  rien à dire elle est toujours à lheure et plus besoin de changer la pile tranquille pour longtemps  la forme rectangulaire change des montres rondes parfaite sur tous les points ,0,France,17
solide et pas trop grosse,4.0,je m attendais a un affichage un peu plus grand sinon une montre résistante exactement ce que je recherchais,0,France,17
Excellent !,5.0,le top du top cette montre est juste génial elle vaut tout a fait son prix classe  robuste  sobre tout y est ,1,France,17
Bonne montre,5.0,une montre très facile à utiliser une fois paramétrée plus besoin dy revenir la réception des données horaires fonctionne parfaitement à lintérieur des locaux,0,France,17
parfait,4.0,rien a dire tres bonne montre juste un peut petite pour adulte a fort poignet si non ras ideale pour ados,0,France,17
idéale,5.0,pour linstant très satisfait de cette montre à suivre avec le temps je recommande vivement comme montre de tous les jours voir plus,0,France,17
Parfaite !,5.0,design sobre fonctions intéressantes aucun problème avec la mise à lheure automatique ni la gestion de lautonomie achat très satisfaisant,0,France,17
"Belle montre mais qui est chère et a des défauts : radiopilotage très capricieux, mauvaise lisibilité de l'écran",3.0,belle montre édition spéciale toute en noir brillant de la  cest une version plus trendy plus habillée et classe pour une montre casio les casio gshock étant dordinaire très mastoc criardes et colorées tournées vers le sport le plein air dans cette version noire vous pouvez même la porter en ville avec des vêtements décontractés ou streetwearworkwearun des atouts majeurs de cette montre est le radio pilotage malheureusement cest aussi son défaut majeur car on paye une fonctionnalité très dure à utiliser en ville notamment voire impossible à lintérieur dun immeuble en effet la montre a une fonction réception automatique  la montre étant censée se mettre toute seule à la bonne heure pendant la nuit la notice précise quil faut laisser le soir la montre de préférence sous la fenêtre et loin des objets métalliques pour que le radio pilotage se fasse la nuit ce qui est déjà une grosse contrainte mais même en faisant ça et en testant partout dans mon appartement la réception de lheure est totalement impossible  même en réception manuelle car comme le précise encore la notice   la réception du signal peut être difficile voire impossibleà l’intérieur ou auprès de grands bâtiments  si vous habitez en ville vous voilà prévenus la réception automatique peut heureusement se désactiver ce que jai fait car le signal ne ne peut de toute façon pas être capté de mon appartementsi vous êtes en ville il vous reste le choix de la réception manuelle en étant dehors dans un parc par exemple ou un endroit dégagé mais il faut rester statique et ne pas bouger pendant  très longues minutes  cest très très lent et parfois ça marque erreur a lheure des smartphones qui se mettent tout seuls à lheure sans quon y pense cest archaïquelautre atout majeur de cette version cest le solaire cest un des grands points forts de cette montre mais aussi une petite contrainte  quand vous lenlevez il faut penser à poser la montre le cadran tourné vers une source de lumière  fenêtres etou lampe si vous la portez tout le temps il faut dégager votre poignet ou porter des manches courtes sans source de lumière la pile dure  mois contre  ans pour une pile normale de  par exemple si vous lexposez à la lumière et la gardez chargée lautonomie de la pile est par contre censée durer très longtemps  ans environ sans se soucier de la pile cest un gros point fortautre défaut mineur propre aux cadrans inversés  la lisibilité est très difficile quand la luminosité est faible obligé dappuyer sur le bouton éclairage éclairage qui est heureusement très fort cest vraiment beaucoup moins lisible quun écran normal mais cest plus styléses autres atouts sont sa robustesse et sa fiabilité ses fonctions calendrier chrono alarme étanchéité etc quon ne présente plus de la part des casioen conclusion un prix affiché de € pour une technologie et un design rétro qui sort des années ́but  et une montre en plastique certes fiable et robuste estce bien raisonnable  le radiopilotage dur à exploiter ne vient pas rehausser le tout,15,France,17
Excellente Montre,5.0,en effet que dire de plus  avant javais une montre à aiguilles mais jai fini par avoir marre dêtre obligé de remettre à jour la date tous les  mois et de la remettre à lheure par la même occasion  en plus la pile ne durait jamais plus dun an jai fini par trouver cette montre il y  semaines et jen suis entièrement satisfait  elle se remet à lheure toute les nuits sans problème et lindicateur solaire na toujours pas bougé,1,France,17
une montre qui donne l'heure,5.0,pas très cher esthétique fonctionnelle totalement indestructible une montre qui donne lheure avec une super précision partout quelles que soient les conditions se fait oublier dans la douche ou en plongée à lautre bout du monde où elle change dheure toute seule lumière au milieu de la nuit pas de pile fonction réveil et chrono bien pratique je suis très content de mon achat et elle ne me quitte plus,7,France,17
Bon produit,4.0,design retro agréable à porter aucun souci de charge solaire capteurs solaires trés discretsradiofréquence pour mise à lheure automatique trés efficace et simplefonctions simples à mémoriserle bracelet se blanchit légérement à leau de mer et au soleil  étoiletrés content de cet achat,5,France,17
A acheter les yeux fermés !,5.0,montre légère mais qui sent la conception sérieuse à partir de ce niveau de prix chez casio le radiopilotage multiband  nest pas sensible aux interférences comme létait le  montre se met en veille dans lobscuritéles boutons sont protégés des pressions intempestivesles  seuls légers reproches que je ferais  le manque de finesse de laffichage des jours de la semaineainsi que quune inscription  protection gshock  trop visible,3,France,17
Enfin ma g-shock,5.0,reçu ce belle embaemballagenotice correcte et également disponible sur interneten version presbyte débutant reçu en  jours comme prévu bon boulot à amazonma gw m   me plait beaucoup pour ça prise en main relativement aisé la multitude de fonctions automatiquesa précision horaire radio piloté léclairage auto vraiment sympa et très lisible la nuitet très lisible le joursentiment de solidité et de travail bien faitune montre qui craint rien et qui respecte  vocation pour les nostalgiques des années  suis pas sur quils y trouverons un flash backpour ce qui veulent une gshock qui ridiculisé pas le poignet dans la démesure et qui possède le meilleur au meilleur prixcest que du bonheur merci casioapres  ans de bons et loyaux services la montre est toujours aussi agreable par ses fonctions et ca fiabilité,0,France,17
"Très bien au début, et puis plus rien",2.0,achetée il y a presque  ans elle avait toujours bien fonctionné mais depuis quelques jours rien ne va plus  elle se dérègle régulièrement une sorte de reset aléatoire qui fait que la date passe au  janvier  le fuseau horaire se cale sur tokyo et lheure affichée est fausse les minutes aussi dailleurs pourtant lindicateur de la pile rechargeable est au maximum jai pris contact avec le fabricant a suivre,8,France,17
Casio - GW-M5600-1ER- Montre G-Shock Radio Piloté - Résine - Quartz Digitale - Multifonctions - Solar - Sport - Etanche 20 ATM -,5.0,excellent produit montre pratique fiable confortable parfait une réserve  le prix sur amazone est exactement le même que celui que lon trouve aux galeries lafayette  dommage,9,France,17
Simplement géniale !,5.0,cette montre est tout simplement parfaite  plein de fonctionnalités disponibles éclairage automatique ou non bip sonore des touches  possibilité de le désactiver  livraison rapide en  jour pour moi cette montre est le meilleur rapport qualitéprix de gshock et la meilleure montre de la gamme avec son chargeur solaire qui nest absolument pas dérangeant et très pratique son look simple et très soigné elle en fait rêver plus dunelle aussi très légère quand on la porte au poignet elle nest absolument pas envahissante et il est possible de faire toutes les activités avec en  ans dachat régulier de montre je nen ai jamais vu une aussi bien que cellecijen ai prise une pour mon neveu et une pour moi elle est donc pour toutes les tranches dâge à partir de  ans je penseje vous la conseille vivement et particulièrement de sélectionner le vendeur trendor qui est un vendeur spécialiste avec  dévaluations positives il expédie cette montre dallemagne quitte à acheter une montre  euro plus chère pour plus de qualité,3,France,17
BON ACHAT,4.0,livré dans les délaisaurait pu être parfait si bracelet un peu plus grandindications du cadran un peu plus grandeseclairage automatique à régler rotation du poignet moins importantesinon fonctionnement ok pour linstantvoir dans le temps le fonctionnement de laccu solaireje recommande cet achat,1,France,17
super,5.0,enfin une montre toujours à lheure réglages faciles fonctionnalités intéressantesjen suis très contente,1,France,17
exactement ce que je cherchais,5.0,montre sobre discrète mais au top de la technologie livraison dans une superbe boite métallique énergie solaire radio pilotée alarmes illuminator que demander de plusseul petit bémol livraison prévue le  jai attendu chez moi alors quelle a été livrée le  ans après toujours aussi satisfait je nai eu quà changer le bracelet bracelet casio  € un peu cher pour un bout de plastique quil faudra changer à nouveau dans  ou  ans sinon pour le reste tout fonctionne comme au  er jour malgré les nombrteux chocs reçus,2,France,17
Montre très résistante,5.0,utilisée sur chantier depuis  mois cette montre se révèle très résistante il y a des rayures superficielles sur les parties plastiques mais rien sur lécran il est intéressant de constater que lorsque lon pose la montre sur une surface plane côté écran la montre repose sur la lunette et non sur lécran le seul moyen datteindre lécran serait donc de le faire entrer en contact avec un coin ou quelque chose de plus petit que lécran attention à ce détail doncla montre se recharge toute seule et est radio pilotée il ny a donc pas besoin de sen occuper jai juste eu besoin de faire un réglage pour le changement dheuretrès satisfait de cette casio je ne peux que la recommander ,1,France,17
Article d'excellente qualité bon achat,5.0,prix très compétitifs livraison ultra rapide je suis très satisfait de votre service article dexcellente qualité je ne regrette absolument pas mon achat,0,France,17
simple et efficace,5.0,elle existe depuis plus de vingt ans et na pas prie une ride la gshock par exellence simple et efficace,2,France,17
montre casio,5.0,très  belle montre répond parfaitement  a mes attendent par contre quand le facteur  me la apporté  jai du payer  euros de frais  de douanes  ce qui netait mentionner  nulle  partavec sa elle revient  plus chère  qui si je lavais acheté  chez mon bijoutier  depuis le temps et le nombre de chose  que jai acheter sur amazon  ses la première  fois  que sa arrive  donc maintenant  je suis très  retisante a acheter autre chose ,2,France,17
THE montre,5.0,design en plein dans mes goûts très très proche du modèle  taille idéale lisibilité version fond blanc nickel vraiment super heureux de mon achat qui est prometteur pour exploser les records de durabilitéperso jai désactivé loption éclairage automatique vu que je garde ma montre  sur   donc lallumage la nuit quand on se retourne ça surprend  et jai désactivé loption mise à lheure auto je voyage pas mal en afrique où ce nest pas dispopetits bémols pour être complet niveau alarme comme sur les autres montres casio que jai eu  cest faible donc ok pour une alarme de journée pour vous rappeler un médoc ou autre mais pas pour vous réveillerplein de truc écrits entre lafficheur et le cadran multi band  tough solar adjust set  set  etc cest fidèle au modèle dorigine mais personnellement je laurais trouvé encore plus sobre et belle sans ces indications superflues voir photo montage  ,2,France,17
Montre Casio,3.0,bon produit que je connais très bien fiable costaud facile à utiliser simple et efficaceconvient à tout type dactivités de loisir,2,France,17
Excellent produit !,5.0,très belle montre casio avec look rétro et qualité gshock jai de petits poignets elle nest pas trop grosse et le bracelet est parfait bonne étanchéité permettant la pratique dactivité aquatiques utilisation classique  date heure chrono alarmeles gros points positifs sont lalimentation solaire pas de pile donc pas de risque de perte détanchéité lors du changement de celleci  le mode veille automatique lorsquelle nest pas utilisée et enfin la mise à jour automatique par gps durant la nuit à ce prix là  € nhésitez pas  aucun point négatif rien à redire excellent produit ,0,France,17
Excellente,5.0,sobre efficace solide extrêmement précise la seule gamme de quartz quun puriste puisse tolérer à son poignet cest un peu la montre ultime qui permet de régler ses montres mécaniques à lheure exacte ,3,France,17
Casio,4.0,montre casioétanche  atmremplace quasi à lidentique mon ancienne casio avec en plus quelques nouveautés affichage  heures  durée des piles°,0,France,17
Parfaite pour les activités physiques,4.0,je cherchais une montre pour le sport course fitness vélo et cette montre répond à mes attentes laffichage est clair et lisible même en plein soleil très confortable à porter possède une fonction chronomètre alarme et compte à rebours seconde par seconde avec indicateur sonore et lumière attention à la batterie activable ou nonbémol cependant pour laccès à un bouton en particulier noté a dans le manuel celui en haut à gauche de la montre qui est nécessaire pour remettre à zéro le chronomètre par exemple ce dernier est plutôt difficile daccès car assez renfoncécaché par la protection de la montre il est donc nécessaire dutilise le bout du doigt voire longle pour appuyer convenablement et cela peu devenir gênant à forceconvient parfaitement pour les poignets moyen et grand nest pas très épaisse et plutôt discrèteune montre très bien protégée et simple dutilisation,1,France,17
une montre sans soucis,4.0,je connaissais ce produit pour en avoir déjà une  cet achat était destiné à faire un cadeau de noël  celle que je détiens depuis plusieurs mois déjà se fait totalement oublier  elle est légère discrète et surtout il ny a pas besoin de la remettre à lheure cela se fait automatiquement idem lors du passage à lheure dhiver  le fait quelle se recharge au soleil ou la lumière ôte le problème récurent des changements de piles tous les deux ou trois ans avec les risques de perte détanchéité que cela comporte reste à voir ce que cela donnera sur la durée dans le temps le seul petit bémol a apporter à ces éloges léclairage ma lâché assez rapidement mais cela reste secondaire  ancien militaire jai pu juger sur le terrain dautres casio g schock  leurs points faibles ce sont le bracelet et lhabillage plastique  leurs points forts la solidité à toute épreuve du boitier et la longévité incroyable de leur pile au lithium  jen possède deux depuis  je nai jamais changé la pile depuis et la première est seulement entrain de me lâcher incroyable mais vrai,22,France,17
Première G-shock,5.0,livraison garantie un samedi mais colis livré lundi attention donc aux livraisons garanties le samedi sinon le produit est super même les petits poignets nauront pas de problème à porter cette gshock lécran est bien contrasté elle est super légère et paraît très solide à la fois lavenir dira exactement de quoi il retourne mais cette famille de montres à très bonne réputation les réglages initiaux sont simples et rapides et la mise à lheure à distance avec le système radio est bien vu ma montre et mon smartphone affichent exactement la même heure à la seconde près cool,1,France,17
Modèle décevant malgré les pseudo points positifs,3.0,déçu de cette montre malheureusement deja lécran reflète trop la lumière ce qui rend la lisibilité de lheure vraiment difficile comparé à dautres modèles comme sa grande sœur la  qui possède aussi un écran négatif mais dune visibilité  fois supérieure ensuite le fait quelle soit réglée automatiquement cest pratique quand ça marche mais quand ce nest pas le cas cest vraiment pénible de devoir la régler sans arrêt surtout si vous êtes en forêt ou en montagne le tough solar cest bien aussi mais si lon porte sa montre sous la manche de sa chemise ou sa veste et bien  ça ne recharge pas enfin laspect brillant sur du métal oui mais sur du plastique ça fait encore plus cheap selon moi pour finir le colis est arrivé dans un emballage de merde il faut le dire avec du scotch partout pas propre ni pro voilà,1,France,17
C'est une merveille ! Et plus ....,4.0,bonjourréception et délais plus que nikel  cest ma deuxième casio et je la kiff grave  esthétiquement javais peur quelle soit trop grosse mais non pas du tout   son gabarit est parfait pour moi  un réglage hyper simple  avec une notice en français  de suite après quelque jours dutilisation elle devient indispensable  le son de lalarme nest pas moins fort que ma deuxième toute aussi restanteet l éclairage auto ne fonctionne pas de façon intempestive  uniquement si il fait sombre je lais reçu avec le radio guidage désactivé  une fois le fuseaux horaire modifier et le  rcvd activé jai reçu mon premier signale dans la nuit  comme la montre sait vous linformé  une merveille  elle sera toujours à lheure quoiquil arrive  la pile arrive chargée à bloc et pour linstant ça bouge pas dommage que les jours soient uniquement en anglais dou létoile en moinsfranchement  vous cherchez la robustesse allié à la tranquillité  cest la montre quil vous faut  et voilà déjà  ans  et elle est toujours au top  pourtant je ne l’ai pas quitté même pendant des moments où je faisais des travaux sur des chantiers exect pas une éraflure toujours à l’heure  franchement cette montre est à la hauteur de ça réputation  un tank  depuis j’ai craqué pour  autres modèles toujours casio dont une gshock glide  enfin bref plus q’une merveille une montre increvable et toujours prête pour l’aventure je la recommande vivementbien à vousle  est toujours là  prête pour garder le temps  elle trône dans ma petite collection je la porte souvent rapport à mon travail tantôt dans un bureau tantôt sur une plateforme de distribution de fruits de mers températures extrêmes palettes  humiditéchocs accros extc et bien vous savez quoi  elle ne bouge pas toujours là prête pour l’aventure  voilà ce qu’elle est  gardienne du temps qui vous accompagne et ne vous lâchera pas  toujours à l’heure  toujours chargé à bloque pas une rayure discrete  et classe cordialement,4,France,17
Parfait,5.0,sans ressembler à un rocher sur le poigné montre parfaite malgré son âgefait ce quon lui demande ni plus ni moins et parfaite pour faire du sport dans avoir peut de la défoncer,0,France,17
Ne correspond pas,2.0,montre reçue rapidement mais la référence gravée sur le boitier arrière de la montre est  mla montre est pourtant vendue comme  eje ne comprends pasproduit retourné,4,France,17
Je ne peux plus m'en passer,5.0,cette montre concentre les  paramètres principaux que je recherchais dans une montre  elle donne lheure exacte tous les jours pas de souci de batterie grâce à la recharge solaireje lai depuis  ans et je ne men lasse pasparfaite,0,France,17
Satisfait !,5.0,montre qui tient ses promesses ni trop grosse contrairement aux autres g shock ni trop petite bien évidemment très robuste en deux semaines elle en a déjà vu pas mal bouesable coup elle sait être assez élégante et sobre coté esthétiquelheure se règle automatiquement toutes les nuits à la seconde près la pile se recharge bien exposée au soleil lutilisation est simple il suffit de lire une fois le mode demploibref cest une bonne affaire,0,France,17
Pratique et exacte avant tout,4.0,si vous désirer posséder une montre toujours exacte pas de remise à lheure ni de changement dheure grâce au radiopilotage toujours étanche pas de pile à changer grâce à sa batterie solaire et disposant de tous les avantages réveil à répétition éclairage cadran automatique heures des principales villes du monde chrono compte à rebours alors cette montre est faite pour vous,21,France,17
Exactement ce que je cherchais.,5.0,ma montre précédente était aussi une casio qui marche toujours et na jamais eu le moindre problème en un bon quart de siècle dusage donc aucun doute sur la marque mais pratiquant une ponctualité pathologique je rêvais dune montre radiopilotée et ce modèle est parfait pour moi de plus considérant laspect luxe démonstration de pouvoir dachat etc totalement déplacé même pour une montre dhomme le look de celleci me va parfaitement aussi ni quelconque ni trop militaroïde et noublions pas le côté écologique puisquelle est solaire bref comme concentré de génie technologique et de robustesse sous un aspect discret et à un prix humain je ne vois pas mieux,2,France,17
Une montre qui donne l'heure !,5.0,nous sommes dans un monde ou un téléphone sert a lire ses mails surfer sur internet jouer etc bref faire beaucoup de choses et occasionnellement téléphonercette montre donne lheure elle la donne précisément sans strass ni paillettes vous pouvez si vous en avez les moyens et de largent a perdre acheter une montre de luxe a  mais vous aller devoir la régler tous les trois jours ici rien de tout celasi vous chercher une montre a l’épreuve du temps qui donne lheure régulièrement précisément et pendant très longtemps cest ici ,1,France,17
Casio g-shock DW5600E,3.0,juste un défaut lécran na pas été ajusté par rapport à la coque de la montre en résumé chiffre de lheure et de la date non parallèle au cadre de la montre,5,France,17
Produit parfait.,5.0,cest mon premier gshocket je suis enchantécomme beaucoup dautre je pense que cest vraiment dommage que je ne connais pas la gamme gshock plus tôt essayer cest ladopter,0,France,17
La classe,5.0,superbe montre à prix très attractiflégère confortables ultra solideje recommande vivement cette montre à toute personne exerçant des sport extrême mais convien aussi au personne voulant montre fiable,0,France,17
Trop fort Casio,5.0,belle montre large à souhait juste ce qu il faut homme  j avais peur quelle soi trop petite mais pas du tout au contraire sans être  trop imposante non plus et que de bons souvenirs en ouvrant la boîte  packaging top les fonctions sont simple en efficaces presque l impression de les connaitre déjà illuminator bleu vert c est que du bonheur tient mieux au poignée qu une précédente casio grâce aux angles rajoutés en protection sous la montre très solide un rapport qualité prix exceptionnel amateur de casio ou autre ne pas hésiter je suis très satisfait de cet achat j ai également donné envie à des personnes de mon entourage qui vont ce remettre à casiosourire,1,France,17
Montre indestructible,5.0,acheté il y près dun an cette montre ne montre aucune faiblesse seule bémol le bouton adjust pas évident daccès au début surtout avec gants mais on sy fait très bien elle a vécut la boue le froid le très chaud leau salée le sable son aspect esthétique na que très peu changé à part une rayure sur lécran et certains angles qui se sont polis  elle a toutes les fonctionnalités simples dune montre en résumé indestructible et simple dutilisation,0,France,17
satisfait,5.0,on ressent la solidité avec ce type de montre ne seraitce quavec l’épaisseur du bracelet en caoutchoucla montre semble en effet bien protégée et évitera que je  l’abîme en la cognant sur des murs ou portes comme je lai fait pour dautres montresjai longtemps hésité avec un modèle casio plus cher avec mise à lheure automatique et rechargement solaire mais jai voulu testé la série gshock avant de prendre plus cher un jourlaffichage est assez gros ce qui est important pour ma vue qui a baissé le bracelet semble devoir tenir  ans comme la pile,3,France,17
G-Shock fidèle à sa réputation,5.0,très qualitatif pour un prix vraiment correct bien conçue robuste un affichage très lisible et surtout une taille parfaite les gshock sont connues pour être très imposantes à l’exception de la gamme classique et celle ci se positionne très bien au poignetun achat à recommander,2,France,17
Garantie ?  mais qualité Ok !,5.0,qui assure le sav la garantie nest pas datée ni tamponnée quid en cas de nécessité dun sav pendant la garantie à part çà la montre est parfaiteje lutilise pour la navigation en avion la fonction double fuseaux et le fuseau utc sont bien utilela lecture de lheure pour les temps de passage de cette navigation est très bonnela mise à lheure toute les nuits ne se fait pas aussi bien partout paris ok tignes non sudouest nonmais comme elle est précise cela nest pas gênantla réserve dénergie semble parfaite elle reste toujours au maximumsatisfait rapport qualitéprix ok,4,France,17
Impeccable,5.0,tout a été dit concernant cette montre je suis entièrement satisfait de mon achat pour autant que lon accroche à son look vintage elle remplit tout à fait son rôle en ce qui concerne la charge pour le moment elle a toujours été au maximum malgré le fait quelle nest quasi jamais exposée à la lumière directe du soleil vu le temps actuellement en ce qui concerne la sensibilité du radiopilotage je dois avoir de la chance cela fonctionne même lorsque la montre se trouve dans ma garderobes dont les portes sont fermées seul endroit où mes chats hyper friands de nouvelles technologies ne peuvent pas mettre les griffes dessus    si je devais relever tout de même des petits points négatifs mais très vite oubliés vu la qualité de la montre ce seraient le format de date on shabitue très vite le nom des jours de la semaine qui ne saffiche quen anglais dommage que casio nait pas intégré le multilangue pour cette montre ils lont pourtant fait pour dautres et le volume sonore de lalarme qui pourrait être un poil plus fort,4,France,17
en béton,5.0,parfaite cest ma  car les  autres perdues en mer ça fait deux ans que je lai acheté et rien à dire si solide utile et bien équipéeje ladore tout simplement,0,France,17
"Très fonctionnelle, mais inutilisable après 4 ans et un mois",2.0,achetée sur amazon le  février  cette montre ma donné entière satisfaction jusquà ce jour maisjavais déjà eu des soucis avec la touche a sur le mode demploi en haut à gauche qui sert à passer en mode réglages sur le modèle acheté il y a  ans le  cette version antérieure ne passe pas automatiquement de lheure dhiver à lheure dété et viceversace matin impossible de passer à lheure dété le bouton a est inopérantincompatible avec limage de résistance et de robustesse marketée par casio,11,France,17
G-Shock Mythique,5.0,montre bon marché bien finie classique fonctions simples robuste et de qualité il n’en faut pas plus la toolwatch parfaite je reviens sur mon premier commentaireje suis très satisfait de la montre mais un peu déçu d’amazonquelques jours après mon achat le prix a diminués’il avait été question de quelques euros je n’aurais pas pris la peine d’écrire cette remarque mais je l’ai achetée €le prix est maintenant de € soit une baisse de € ce qui fait une baisse de plus de  ça fait un peu mal,7,France,17
Un must pour tout survivaliste,5.0,un must simple facile à prendre en main et au poignet que dire je ne vois pas ce quune montre peut faire de mieux un poil chère mais bon increvable,0,France,17
Super,5.0,parfait fait tout ce que on lui demande léclairage automatique est top la couleur noir brillante est top à voir si elle reste aussi belle dans le temps le bracelet est un peu plus large que celle de dhabitude mais pas au niveau des fixations qui reste standard aux autres casiogshoc   lisibilité de lheure  il ny a pas de souci et si il fait trop sombre un petit coup de poignée et elle séclaire  donc tout va très bienje suis très satisfait de mon achat je la recommande vivement,10,France,17
